EVENT,BOUT,ROUND,FIGHTER,SIG.STR. LANDED,SIG.STR. ATTEMPTED,SIG.STR. %,TOTAL STR. LANDED,TOTAL STR. ATTEMPTED,TD LANDED,TD ATTEMPTED,TD %
UFC Fight Night: Jacare vs. Brunson 2,Drew Dober vs. Frank Camacho,Round 3,Frank Camacho,52,103,50.0,67,118,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Erik Koch vs. King Green,Round 1,Erik Koch,22,45,48.0,26,49,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Erik Koch vs. King Green,Round 2,Erik Koch,25,72,34.0,25,72,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Erik Koch vs. King Green,Round 3,Erik Koch,9,29,31.0,9,29,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Erik Koch vs. King Green,Round 1,King Green,27,40,67.0,29,42,0,3,0.0
UFC Fight Night: Jacare vs. Brunson 2,Erik Koch vs. King Green,Round 2,King Green,34,77,44.0,36,80,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Erik Koch vs. King Green,Round 3,King Green,49,77,63.0,69,98,1,2,50.0
UFC Fight Night: Jacare vs. Brunson 2,Mirsad Bektic vs. Godofredo Pepey,Round 1,Mirsad Bektic,12,33,36.0,12,34,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Mirsad Bektic vs. Godofredo Pepey,Round 1,Godofredo Pepey,5,17,29.0,5,17,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Katlyn Cerminara vs. Mara Romero Borella,Round 1,Katlyn Cerminara,24,99,24.0,24,99,0,1,0.0
UFC Fight Night: Jacare vs. Brunson 2,Katlyn Cerminara vs. Mara Romero Borella,Round 2,Katlyn Cerminara,23,70,32.0,23,71,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Katlyn Cerminara vs. Mara Romero Borella,Round 3,Katlyn Cerminara,21,83,25.0,24,87,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Katlyn Cerminara vs. Mara Romero Borella,Round 1,Mara Romero Borella,34,70,48.0,34,70,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Katlyn Cerminara vs. Mara Romero Borella,Round 2,Mara Romero Borella,22,72,30.0,23,75,0,1,0.0
UFC Fight Night: Jacare vs. Brunson 2,Katlyn Cerminara vs. Mara Romero Borella,Round 3,Mara Romero Borella,23,69,33.0,23,69,1,2,50.0
UFC Fight Night: Jacare vs. Brunson 2,Randa Markos vs. Juliana Lima,Round 1,Randa Markos,22,25,88.0,30,33,0,3,0.0
UFC Fight Night: Jacare vs. Brunson 2,Randa Markos vs. Juliana Lima,Round 2,Randa Markos,10,19,52.0,40,54,1,2,50.0
UFC Fight Night: Jacare vs. Brunson 2,Randa Markos vs. Juliana Lima,Round 3,Randa Markos,14,21,66.0,44,62,1,2,50.0
UFC Fight Night: Jacare vs. Brunson 2,Randa Markos vs. Juliana Lima,Round 1,Juliana Lima,10,17,58.0,13,20,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Randa Markos vs. Juliana Lima,Round 2,Juliana Lima,3,10,30.0,12,22,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Randa Markos vs. Juliana Lima,Round 3,Juliana Lima,5,10,50.0,9,14,0,1,0.0
UFC Fight Night: Jacare vs. Brunson 2,Justine Kish vs. Ji Yeon Kim,Round 1,Justine Kish,23,54,42.0,23,54,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Justine Kish vs. Ji Yeon Kim,Round 2,Justine Kish,31,61,50.0,31,61,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Justine Kish vs. Ji Yeon Kim,Round 3,Justine Kish,42,88,47.0,42,88,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Justine Kish vs. Ji Yeon Kim,Round 1,Ji Yeon Kim,14,50,28.0,14,50,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Justine Kish vs. Ji Yeon Kim,Round 2,Ji Yeon Kim,18,69,26.0,18,70,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Justine Kish vs. Ji Yeon Kim,Round 3,Ji Yeon Kim,36,96,37.0,36,96,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Vinc Pichel vs. Joaquim Silva,Round 1,Vinc Pichel,13,38,34.0,14,39,0,1,0.0
UFC Fight Night: Jacare vs. Brunson 2,Vinc Pichel vs. Joaquim Silva,Round 2,Vinc Pichel,19,48,39.0,19,48,0,1,0.0
UFC Fight Night: Jacare vs. Brunson 2,Vinc Pichel vs. Joaquim Silva,Round 3,Vinc Pichel,28,100,28.0,29,101,1,2,50.0
UFC Fight Night: Jacare vs. Brunson 2,Vinc Pichel vs. Joaquim Silva,Round 1,Joaquim Silva,6,16,37.0,13,23,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Vinc Pichel vs. Joaquim Silva,Round 2,Joaquim Silva,11,30,36.0,12,31,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Vinc Pichel vs. Joaquim Silva,Round 3,Joaquim Silva,28,54,51.0,29,55,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Niko Price vs. George Sullivan,Round 1,Niko Price,10,22,45.0,10,24,1,4,25.0
UFC Fight Night: Jacare vs. Brunson 2,Niko Price vs. George Sullivan,Round 2,Niko Price,14,25,56.0,25,43,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Niko Price vs. George Sullivan,Round 1,George Sullivan,7,31,22.0,19,44,0,5,0.0
UFC Fight Night: Jacare vs. Brunson 2,Niko Price vs. George Sullivan,Round 2,George Sullivan,14,30,46.0,23,44,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Austin Arnett vs. Cory Sandhagen,Round 1,Austin Arnett,23,63,36.0,26,67,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Austin Arnett vs. Cory Sandhagen,Round 2,Austin Arnett,9,27,33.0,9,28,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Austin Arnett vs. Cory Sandhagen,Round 1,Cory Sandhagen,48,86,55.0,61,101,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Austin Arnett vs. Cory Sandhagen,Round 2,Cory Sandhagen,32,61,52.0,47,78,0,0,
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 1,Stipe Miocic,16,25,64.0,24,33,2,5,40.0
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 2,Stipe Miocic,17,24,70.0,29,37,2,3,66.0
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 3,Stipe Miocic,12,16,75.0,47,58,1,3,33.0
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 4,Stipe Miocic,18,21,85.0,82,95,1,1,100.0
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 5,Stipe Miocic,7,9,77.0,18,21,0,2,0.0
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 1,Francis Ngannou,15,62,24.0,18,65,0,0,
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 2,Francis Ngannou,4,27,14.0,4,27,0,0,
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 3,Francis Ngannou,1,8,12.0,7,14,0,1,0.0
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 4,Francis Ngannou,0,3,0.0,0,3,0,0,
UFC 220: Miocic vs. Ngannou,Stipe Miocic vs. Francis Ngannou,Round 5,Francis Ngannou,1,13,7.0,4,17,0,0,
UFC 220: Miocic vs. Ngannou,Daniel Cormier vs. Volkan Oezdemir,Round 1,Daniel Cormier,27,54,50.0,29,56,1,2,50.0
UFC 220: Miocic vs. Ngannou,Daniel Cormier vs. Volkan Oezdemir,Round 2,Daniel Cormier,5,7,71.0,55,57,1,1,100.0
UFC 220: Miocic vs. Ngannou,Daniel Cormier vs. Volkan Oezdemir,Round 1,Volkan Oezdemir,37,79,46.0,41,83,0,0,
UFC 220: Miocic vs. Ngannou,Daniel Cormier vs. Volkan Oezdemir,Round 2,Volkan Oezdemir,1,3,33.0,1,3,0,0,
UFC 220: Miocic vs. Ngannou,Calvin Kattar vs. Shane Burgos,Round 1,Calvin Kattar,40,76,52.0,40,76,0,0,
UFC 220: Miocic vs. Ngannou,Calvin Kattar vs. Shane Burgos,Round 2,Calvin Kattar,35,94,37.0,36,95,0,1,0.0
UFC 220: Miocic vs. Ngannou,Calvin Kattar vs. Shane Burgos,Round 3,Calvin Kattar,10,24,41.0,10,24,0,0,
UFC 220: Miocic vs. Ngannou,Calvin Kattar vs. Shane Burgos,Round 1,Shane Burgos,33,78,42.0,33,78,0,0,
UFC 220: Miocic vs. Ngannou,Calvin Kattar vs. Shane Burgos,Round 2,Shane Burgos,55,101,54.0,57,103,0,0,
UFC 220: Miocic vs. Ngannou,Calvin Kattar vs. Shane Burgos,Round 3,Shane Burgos,1,7,14.0,1,7,0,0,
UFC 220: Miocic vs. Ngannou,Gian Villante vs. Francimar Barroso,Round 1,Gian Villante,15,50,30.0,15,50,0,0,
UFC 220: Miocic vs. Ngannou,Gian Villante vs. Francimar Barroso,Round 2,Gian Villante,35,79,44.0,35,79,0,0,
UFC 220: Miocic vs. Ngannou,Gian Villante vs. Francimar Barroso,Round 3,Gian Villante,24,80,30.0,24,80,0,0,
UFC 220: Miocic vs. Ngannou,Gian Villante vs. Francimar Barroso,Round 1,Francimar Barroso,21,26,80.0,21,26,0,0,
UFC 220: Miocic vs. Ngannou,Gian Villante vs. Francimar Barroso,Round 2,Francimar Barroso,26,57,45.0,26,57,0,0,
UFC 220: Miocic vs. Ngannou,Gian Villante vs. Francimar Barroso,Round 3,Francimar Barroso,27,45,60.0,27,45,0,0,
UFC 220: Miocic vs. Ngannou,Thomas Almeida vs. Rob Font,Round 1,Thomas Almeida,15,64,23.0,15,65,0,0,
UFC 220: Miocic vs. Ngannou,Thomas Almeida vs. Rob Font,Round 2,Thomas Almeida,9,26,34.0,9,27,0,0,
UFC 220: Miocic vs. Ngannou,Thomas Almeida vs. Rob Font,Round 1,Rob Font,18,79,22.0,23,84,0,1,0.0
UFC 220: Miocic vs. Ngannou,Thomas Almeida vs. Rob Font,Round 2,Rob Font,23,53,43.0,25,55,1,2,50.0
UFC 220: Miocic vs. Ngannou,Kyle Bochniak vs. Brandon Davis,Round 1,Kyle Bochniak,7,16,43.0,8,17,2,6,33.0
UFC 220: Miocic vs. Ngannou,Kyle Bochniak vs. Brandon Davis,Round 2,Kyle Bochniak,13,59,22.0,13,59,0,3,0.0
UFC 220: Miocic vs. Ngannou,Kyle Bochniak vs. Brandon Davis,Round 3,Kyle Bochniak,13,57,22.0,14,58,1,6,16.0
UFC 220: Miocic vs. Ngannou,Kyle Bochniak vs. Brandon Davis,Round 1,Brandon Davis,7,20,35.0,17,30,0,0,
UFC 220: Miocic vs. Ngannou,Kyle Bochniak vs. Brandon Davis,Round 2,Brandon Davis,19,46,41.0,21,48,0,0,
UFC 220: Miocic vs. Ngannou,Kyle Bochniak vs. Brandon Davis,Round 3,Brandon Davis,12,46,26.0,21,55,1,1,100.0
UFC 220: Miocic vs. Ngannou,Sabah Homasi vs. Abdul Razak Alhassan,Round 1,Sabah Homasi,8,25,32.0,9,26,1,2,50.0
UFC 220: Miocic vs. Ngannou,Sabah Homasi vs. Abdul Razak Alhassan,Round 1,Abdul Razak Alhassan,13,33,39.0,20,42,0,0,
UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Round 1,Dustin Ortiz,2,9,22.0,20,32,1,1,100.0
UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Round 2,Dustin Ortiz,23,53,43.0,32,62,4,8,50.0
UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Round 3,Dustin Ortiz,11,18,61.0,40,53,2,3,66.0
UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Round 1,Alexandre Pantoja,6,9,66.0,28,31,0,0,
UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Round 2,Alexandre Pantoja,11,34,32.0,16,39,0,0,
UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Round 3,Alexandre Pantoja,2,6,33.0,5,9,1,1,100.0
UFC 220: Miocic vs. Ngannou,Dan Ige vs. Julio Arce,Round 1,Dan Ige,5,30,16.0,5,31,1,6,16.0
UFC 220: Miocic vs. Ngannou,Dan Ige vs. Julio Arce,Round 2,Dan Ige,13,38,34.0,14,40,0,5,0.0
UFC 220: Miocic vs. Ngannou,Dan Ige vs. Julio Arce,Round 3,Dan Ige,17,45,37.0,17,45,0,2,0.0
UFC 220: Miocic vs. Ngannou,Dan Ige vs. Julio Arce,Round 1,Julio Arce,23,55,41.0,23,55,0,0,
UFC 220: Miocic vs. Ngannou,Dan Ige vs. Julio Arce,Round 2,Julio Arce,20,63,31.0,33,76,0,0,
UFC 220: Miocic vs. Ngannou,Dan Ige vs. Julio Arce,Round 3,Julio Arce,29,83,34.0,31,85,0,0,
UFC 220: Miocic vs. Ngannou,Matt Bessette vs. Enrique Barzola,Round 1,Matt Bessette,11,52,21.0,12,53,0,0,
UFC 220: Miocic vs. Ngannou,Matt Bessette vs. Enrique Barzola,Round 2,Matt Bessette,9,33,27.0,15,39,0,0,
UFC 220: Miocic vs. Ngannou,Matt Bessette vs. Enrique Barzola,Round 3,Matt Bessette,23,61,37.0,28,66,0,0,
UFC 220: Miocic vs. Ngannou,Matt Bessette vs. Enrique Barzola,Round 1,Enrique Barzola,15,34,44.0,16,36,1,2,50.0
UFC 220: Miocic vs. Ngannou,Matt Bessette vs. Enrique Barzola,Round 2,Enrique Barzola,17,31,54.0,25,39,3,5,60.0
UFC 220: Miocic vs. Ngannou,Matt Bessette vs. Enrique Barzola,Round 3,Enrique Barzola,23,57,40.0,32,68,1,3,33.0
UFC 220: Miocic vs. Ngannou,Islam Makhachev vs. Gleison Tibau,Round 1,Islam Makhachev,3,6,50.0,3,6,0,0,
UFC 220: Miocic vs. Ngannou,Islam Makhachev vs. Gleison Tibau,Round 1,Gleison Tibau,2,4,50.0,2,4,0,0,
UFC Fight Night: Stephens vs. Choi,Jeremy Stephens vs. Dooho Choi,Round 1,Jeremy Stephens,22,73,30.0,22,73,0,0,
UFC Fight Night: Stephens vs. Choi,Jeremy Stephens vs. Dooho Choi,Round 2,Jeremy Stephens,27,60,45.0,27,60,0,0,
UFC Fight Night: Stephens vs. Choi,Jeremy Stephens vs. Dooho Choi,Round 1,Dooho Choi,30,57,52.0,30,57,0,0,
UFC Fight Night: Stephens vs. Choi,Jeremy Stephens vs. Dooho Choi,Round 2,Dooho Choi,14,22,63.0,15,23,0,0,
UFC Fight Night: Stephens vs. Choi,Paige VanZant vs. Jessica-Rose Clark,Round 1,Paige VanZant,7,16,43.0,21,30,0,1,0.0
UFC Fight Night: Stephens vs. Choi,Paige VanZant vs. Jessica-Rose Clark,Round 2,Paige VanZant,19,29,65.0,47,59,0,1,0.0
UFC Fight Night: Stephens vs. Choi,Paige VanZant vs. Jessica-Rose Clark,Round 3,Paige VanZant,28,73,38.0,28,73,0,0,
UFC Fight Night: Stephens vs. Choi,Paige VanZant vs. Jessica-Rose Clark,Round 1,Jessica-Rose Clark,12,25,48.0,24,37,1,2,50.0
UFC Fight Night: Stephens vs. Choi,Paige VanZant vs. Jessica-Rose Clark,Round 2,Jessica-Rose Clark,15,22,68.0,26,34,1,1,100.0
UFC Fight Night: Stephens vs. Choi,Paige VanZant vs. Jessica-Rose Clark,Round 3,Jessica-Rose Clark,28,51,54.0,28,51,0,0,
UFC Fight Night: Stephens vs. Choi,Kamaru Usman vs. Emil Meek,Round 1,Kamaru Usman,13,14,92.0,27,29,3,9,33.0
UFC Fight Night: Stephens vs. Choi,Kamaru Usman vs. Emil Meek,Round 2,Kamaru Usman,18,27,66.0,49,58,1,4,25.0
UFC Fight Night: Stephens vs. Choi,Kamaru Usman vs. Emil Meek,Round 3,Kamaru Usman,19,25,76.0,36,45,4,6,66.0
UFC Fight Night: Stephens vs. Choi,Kamaru Usman vs. Emil Meek,Round 1,Emil Meek,3,10,30.0,25,34,0,0,
UFC Fight Night: Stephens vs. Choi,Kamaru Usman vs. Emil Meek,Round 2,Emil Meek,13,31,41.0,23,44,0,0,
UFC Fight Night: Stephens vs. Choi,Kamaru Usman vs. Emil Meek,Round 3,Emil Meek,14,26,53.0,38,53,0,0,
UFC Fight Night: Stephens vs. Choi,Darren Elkins vs. Michael Johnson,Round 1,Darren Elkins,15,58,25.0,15,58,0,3,0.0
UFC Fight Night: Stephens vs. Choi,Darren Elkins vs. Michael Johnson,Round 2,Darren Elkins,3,6,50.0,39,50,1,1,100.0
UFC Fight Night: Stephens vs. Choi,Darren Elkins vs. Michael Johnson,Round 1,Michael Johnson,43,94,45.0,43,94,0,0,
UFC Fight Night: Stephens vs. Choi,Darren Elkins vs. Michael Johnson,Round 2,Michael Johnson,2,4,50.0,3,5,0,0,
UFC Fight Night: Stephens vs. Choi,James Krause vs. Alex White,Round 1,James Krause,12,19,63.0,17,27,1,5,20.0
UFC Fight Night: Stephens vs. Choi,James Krause vs. Alex White,Round 2,James Krause,17,32,53.0,29,44,2,2,100.0
UFC Fight Night: Stephens vs. Choi,James Krause vs. Alex White,Round 3,James Krause,6,16,37.0,10,22,0,4,0.0
UFC Fight Night: Stephens vs. Choi,James Krause vs. Alex White,Round 1,Alex White,15,34,44.0,23,42,0,0,
UFC Fight Night: Stephens vs. Choi,James Krause vs. Alex White,Round 2,Alex White,17,50,34.0,30,64,1,1,100.0
UFC Fight Night: Stephens vs. Choi,James Krause vs. Alex White,Round 3,Alex White,24,43,55.0,44,69,0,0,
UFC Fight Night: Stephens vs. Choi,Matt Frevola vs. Marco Polo Reyes,Round 1,Matt Frevola,9,30,30.0,9,30,0,0,
UFC Fight Night: Stephens vs. Choi,Matt Frevola vs. Marco Polo Reyes,Round 1,Marco Polo Reyes,18,39,46.0,19,40,0,0,
UFC Fight Night: Stephens vs. Choi,Talita Bernardo vs. Irene Aldana,Round 1,Talita Bernardo,13,26,50.0,19,32,0,5,0.0
UFC Fight Night: Stephens vs. Choi,Talita Bernardo vs. Irene Aldana,Round 2,Talita Bernardo,12,27,44.0,34,53,1,2,50.0
UFC Fight Night: Stephens vs. Choi,Talita Bernardo vs. Irene Aldana,Round 3,Talita Bernardo,21,34,61.0,21,34,0,4,0.0
UFC Fight Night: Stephens vs. Choi,Talita Bernardo vs. Irene Aldana,Round 1,Irene Aldana,28,72,38.0,57,107,1,1,100.0
UFC Fight Night: Stephens vs. Choi,Talita Bernardo vs. Irene Aldana,Round 2,Irene Aldana,12,29,41.0,55,75,0,1,0.0
UFC Fight Night: Stephens vs. Choi,Talita Bernardo vs. Irene Aldana,Round 3,Irene Aldana,30,70,42.0,36,76,0,0,
UFC Fight Night: Stephens vs. Choi,Kyung Ho Kang vs. Guido Cannetti,Round 1,Kyung Ho Kang,3,11,27.0,28,36,1,2,50.0
UFC Fight Night: Stephens vs. Choi,Kyung Ho Kang vs. Guido Cannetti,Round 1,Guido Cannetti,19,39,48.0,22,42,1,2,50.0
UFC Fight Night: Stephens vs. Choi,Danielle Taylor vs. JJ Aldrich,Round 1,Danielle Taylor,7,38,18.0,27,59,0,0,
UFC Fight Night: Stephens vs. Choi,Danielle Taylor vs. JJ Aldrich,Round 2,Danielle Taylor,17,56,30.0,23,62,0,0,
UFC Fight Night: Stephens vs. Choi,Danielle Taylor vs. JJ Aldrich,Round 3,Danielle Taylor,14,42,33.0,14,42,0,1,0.0
UFC Fight Night: Stephens vs. Choi,Danielle Taylor vs. JJ Aldrich,Round 1,JJ Aldrich,8,34,23.0,21,48,1,3,33.0
UFC Fight Night: Stephens vs. Choi,Danielle Taylor vs. JJ Aldrich,Round 2,JJ Aldrich,20,52,38.0,20,52,0,1,0.0
UFC Fight Night: Stephens vs. Choi,Danielle Taylor vs. JJ Aldrich,Round 3,JJ Aldrich,26,64,40.0,26,64,0,1,0.0
UFC Fight Night: Stephens vs. Choi,Mads Burnell vs. Mike Santiago,Round 1,Mads Burnell,1,1,100.0,19,30,1,4,25.0
UFC Fight Night: Stephens vs. Choi,Mads Burnell vs. Mike Santiago,Round 2,Mads Burnell,13,22,59.0,29,49,1,1,100.0
UFC Fight Night: Stephens vs. Choi,Mads Burnell vs. Mike Santiago,Round 3,Mads Burnell,6,11,54.0,62,90,1,2,50.0
UFC Fight Night: Stephens vs. Choi,Mads Burnell vs. Mike Santiago,Round 1,Mike Santiago,17,27,62.0,28,39,2,2,100.0
UFC Fight Night: Stephens vs. Choi,Mads Burnell vs. Mike Santiago,Round 2,Mike Santiago,17,25,68.0,24,34,1,1,100.0
UFC Fight Night: Stephens vs. Choi,Mads Burnell vs. Mike Santiago,Round 3,Mike Santiago,17,27,62.0,43,54,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 1,Cristiane Justino,16,31,51.0,20,35,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 2,Cristiane Justino,21,43,48.0,25,48,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 3,Cristiane Justino,22,47,46.0,23,48,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 4,Cristiane Justino,20,42,47.0,21,43,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 5,Cristiane Justino,39,60,65.0,42,63,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 1,Holly Holm,5,28,17.0,5,28,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 2,Holly Holm,4,33,12.0,7,37,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 3,Holly Holm,6,45,13.0,6,45,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 4,Holly Holm,9,51,17.0,9,51,0,0,
UFC 219: Cyborg vs. Holm,Cristiane Justino vs. Holly Holm,Round 5,Holly Holm,20,70,28.0,21,71,0,0,
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov vs. Edson Barboza,Round 1,Khabib Nurmagomedov,36,68,52.0,50,83,1,3,33.0
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov vs. Edson Barboza,Round 2,Khabib Nurmagomedov,31,60,51.0,59,89,1,4,25.0
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov vs. Edson Barboza,Round 3,Khabib Nurmagomedov,22,49,44.0,45,74,2,6,33.0
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov vs. Edson Barboza,Round 1,Edson Barboza,10,19,52.0,10,20,0,0,
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov vs. Edson Barboza,Round 2,Edson Barboza,9,26,34.0,9,26,0,0,
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov vs. Edson Barboza,Round 3,Edson Barboza,6,31,19.0,6,31,0,0,
UFC 219: Cyborg vs. Holm,Dan Hooker vs. Marc Diakiese,Round 1,Dan Hooker,7,18,38.0,8,19,1,1,100.0
UFC 219: Cyborg vs. Holm,Dan Hooker vs. Marc Diakiese,Round 2,Dan Hooker,5,12,41.0,11,19,1,2,50.0
UFC 219: Cyborg vs. Holm,Dan Hooker vs. Marc Diakiese,Round 3,Dan Hooker,5,10,50.0,5,10,0,0,
UFC 219: Cyborg vs. Holm,Dan Hooker vs. Marc Diakiese,Round 1,Marc Diakiese,6,28,21.0,6,28,0,2,0.0
UFC 219: Cyborg vs. Holm,Dan Hooker vs. Marc Diakiese,Round 2,Marc Diakiese,9,21,42.0,26,39,0,2,0.0
UFC 219: Cyborg vs. Holm,Dan Hooker vs. Marc Diakiese,Round 3,Marc Diakiese,9,20,45.0,9,20,0,1,0.0
UFC 219: Cyborg vs. Holm,Cynthia Calvillo vs. Carla Esparza,Round 1,Cynthia Calvillo,11,17,64.0,28,34,1,1,100.0
UFC 219: Cyborg vs. Holm,Cynthia Calvillo vs. Carla Esparza,Round 2,Cynthia Calvillo,16,40,40.0,17,41,0,1,0.0
UFC 219: Cyborg vs. Holm,Cynthia Calvillo vs. Carla Esparza,Round 3,Cynthia Calvillo,11,55,20.0,12,56,0,1,0.0
UFC 219: Cyborg vs. Holm,Cynthia Calvillo vs. Carla Esparza,Round 1,Carla Esparza,6,19,31.0,16,30,0,0,
UFC 219: Cyborg vs. Holm,Cynthia Calvillo vs. Carla Esparza,Round 2,Carla Esparza,20,47,42.0,21,48,2,4,50.0
UFC 219: Cyborg vs. Holm,Cynthia Calvillo vs. Carla Esparza,Round 3,Carla Esparza,22,72,30.0,25,75,0,5,0.0
UFC 219: Cyborg vs. Holm,Carlos Condit vs. Neil Magny,Round 1,Carlos Condit,10,31,32.0,18,40,0,0,
UFC 219: Cyborg vs. Holm,Carlos Condit vs. Neil Magny,Round 2,Carlos Condit,10,20,50.0,28,38,0,0,
UFC 219: Cyborg vs. Holm,Carlos Condit vs. Neil Magny,Round 3,Carlos Condit,17,61,27.0,18,62,0,0,
UFC 219: Cyborg vs. Holm,Carlos Condit vs. Neil Magny,Round 1,Neil Magny,9,35,25.0,15,42,2,3,66.0
UFC 219: Cyborg vs. Holm,Carlos Condit vs. Neil Magny,Round 2,Neil Magny,6,23,26.0,27,47,3,4,75.0
UFC 219: Cyborg vs. Holm,Carlos Condit vs. Neil Magny,Round 3,Neil Magny,17,56,30.0,22,61,1,2,50.0
UFC 219: Cyborg vs. Holm,Khalil Rountree Jr. vs. Michal Oleksiejczuk,Round 1,Khalil Rountree Jr.,26,87,29.0,26,87,0,0,
UFC 219: Cyborg vs. Holm,Khalil Rountree Jr. vs. Michal Oleksiejczuk,Round 2,Khalil Rountree Jr.,19,71,26.0,20,72,0,0,
UFC 219: Cyborg vs. Holm,Khalil Rountree Jr. vs. Michal Oleksiejczuk,Round 3,Khalil Rountree Jr.,7,22,31.0,21,39,0,0,
UFC 219: Cyborg vs. Holm,Khalil Rountree Jr. vs. Michal Oleksiejczuk,Round 1,Michal Oleksiejczuk,33,54,61.0,35,56,1,2,50.0
UFC 219: Cyborg vs. Holm,Khalil Rountree Jr. vs. Michal Oleksiejczuk,Round 2,Michal Oleksiejczuk,36,66,54.0,36,66,0,0,
UFC 219: Cyborg vs. Holm,Khalil Rountree Jr. vs. Michal Oleksiejczuk,Round 3,Michal Oleksiejczuk,7,10,70.0,42,49,1,1,100.0
UFC 219: Cyborg vs. Holm,Myles Jury vs. Ricky Glenn,Round 1,Myles Jury,15,32,46.0,23,41,0,0,
UFC 219: Cyborg vs. Holm,Myles Jury vs. Ricky Glenn,Round 2,Myles Jury,8,19,42.0,12,24,1,1,100.0
UFC 219: Cyborg vs. Holm,Myles Jury vs. Ricky Glenn,Round 3,Myles Jury,18,32,56.0,21,35,1,2,50.0
UFC 219: Cyborg vs. Holm,Myles Jury vs. Ricky Glenn,Round 1,Ricky Glenn,5,23,21.0,5,24,0,3,0.0
UFC 219: Cyborg vs. Holm,Myles Jury vs. Ricky Glenn,Round 2,Ricky Glenn,3,17,17.0,12,28,0,1,0.0
UFC 219: Cyborg vs. Holm,Myles Jury vs. Ricky Glenn,Round 3,Ricky Glenn,6,43,13.0,12,50,0,0,
UFC 219: Cyborg vs. Holm,Marvin Vettori vs. Omari Akhmedov,Round 1,Marvin Vettori,18,52,34.0,18,52,0,1,0.0
